SST	0.122665372
MAOA	0.137521363
COL6A6	0.141950289
CARTPT	0.143483744
CUX2	0.144013576
HOXC8	0.16689729
PPEF1	0.169034424
PON2	0.177938243
TSPAN8	0.178363928
LOC100653318	0.184797073
ADORA2B	0.184797073
LOC100652851	0.184797073
GTF3C6	0.188229857
HTR2B	0.19443945
EDNRA	0.197380232
PCDHB5	0.21453493
LRRC34	0.215910001
SLC18A1	0.225093441
IGDCC4	0.226257473
TH	0.24019889
ARL9	0.242379124
TG	0.247971771
FIGNL2	0.248236577
HS3ST4	0.259459484
GNG3	0.262377505
TESC	0.266187696
HDAC9	0.270102867
SPOCK1	0.272760386
HOXD3	0.273200979
SLITRK5	0.275008922
GPRC5C	0.283544997
GPR19	0.285920484
RAB7L1	0.286165696
TCEA3	0.286497185
BDH2	0.288604962
POLE2	0.288720633
EMILIN1	0.289348031
GPRASP2	0.29052072
ARMCX5-GPRASP2	0.29052072
P2RY6	0.294291231
IGFBP5	0.294847389
DKK1	0.295238212
HS6ST2	0.296032145
PPP1R14A	0.29647404
CLMP	0.296900885
P2RX5	0.299536561
RAB33A	0.302382547
PALMD	0.303038119
PRRT4	0.303673183
LUM	0.304729053
RBPMS2	0.305503783
PRSS21	0.308613634
BAI3	0.311394702
SLC38A5	0.311402062
LPPR5	0.311840756
SLC6A15	0.312294653
LIN28B	0.313459152
OPRL1	0.313997842
UTRN	0.316487595
ZMYND8	0.316757836
14-Sep	0.317617709
GALNT14	0.317642828
LAYN	0.322305401
CC2D2A	0.322366143
UFC1	0.322709746
MTHFD1L	0.325069066
MTMR2	0.326907576
PRIMA1	0.327155958
LOC645405	0.327478446
ZNF573	0.32784686
DCLRE1A	0.327851929
SCN1A	0.32892536
TNS3	0.329023242
LRRTM1	0.329651806
PDE4B	0.330676821
SYS1-DBNDD2	0.332489607
DBNDD2	0.332489607
CAB39L	0.332639512
VCAN	0.332969453
FAR2	0.333490151
SLC18B1	0.336294619
RIN2	0.34204077
ADAMTS17	0.345042559
TRIM29	0.347436573
S100A13	0.348306823
HTR3A	0.349286629
ICAM2	0.349525532
LPAR1	0.353408895
PCOLCE2	0.354142149
KCNH2	0.355276815
DUSP2	0.355614361
CDKAL1	0.357979516
CRYGD	0.358865974
PHF19	0.360290805
RCHY1	0.362040133
PLD6	0.365080332
PMP22	0.365294592
FAIM	0.365559388
CCDC102A	0.366422005
C7	0.366455589
LGR5	0.368715716
PTGES3L	0.369655576
SGK1	0.371307249
IFRD2	0.372157593
PTGFRN	0.373425344
ANKRD20A4	0.37347458
ANKRD20A1	0.37347458
ANKRD20A2	0.37347458
ANKRD20A3	0.37347458
TYRO3	0.373534523
ACOT2	0.374476799
ACOT1	0.374476799
EMBP1	0.374715142
SERTAD4	0.374878017
PHACTR3	0.375719124
KCTD15	0.377028686
METTL18	0.377118042
MGST1	0.377895798
RNF157	0.378117493
TFAP2B	0.378218637
ZNF114	0.378408356
MAGOHB	0.380448874
F12	0.381467405
FGL1	0.382645538
SLC8A1	0.38343084
TMEM98	0.383736642
MICALCL	0.38460864
H2AFY2	0.385185409
OAS3	0.385752503
AK4	0.38586375
LOC100507855	0.38586375
BMP7	0.387441561
LOC100509484	0.387451257
PLIN2	0.387451257
APOBEC3C	0.388924869
CAMK1D	0.390116029
SLC9B2	0.390565095
TXNDC15	0.391251146
RERG	0.39196736
AADAT	0.392860903
LRFN4	0.393914989
FBXO8	0.394012716
ANK3	0.395137438
KRT19	0.395443279
TPM1	0.39630648
NUDT3	0.398182257
BAALC	0.398399097
PPIL3	0.399074077
CHCHD4	0.400856989
MEST	0.400861929
PPT1	0.401028268
ADAMTS4	0.401062933
ALG8	0.401287876
ABLIM1	0.401636649
TMEM126A	0.402239544
ZHX2	0.40227264
FOXN4	0.40263083
ABR	0.403451767
IRAK1	0.403648806
SELRC1	0.405064597
EMB	0.405288685
ENG	0.405327182
LRRC17	0.40710495
THBS2	0.408956485
MSI1	0.409271132
SLC8A3	0.409962706
TET1	0.410374669
PLXNA4	0.410697052
KIF26B	0.411374135
SENP1	0.41353299
SPG20	0.413873968
C1orf31	0.413939178
ISPD	0.414029064
OXR1	0.414867574
CCDC3	0.418684871
SLC25A43	0.419598625
UBE2L6	0.420207368
LCP1	0.420676299
MGST2	0.421904769
SNORA26	0.423575537
SOCS2	0.424945998
LDB2	0.425000092
SALL4	0.425315553
NABP2	0.425745113
TTC27	0.426964114
PAK1	0.428870548
SFXN4	0.429136091
SYCP2L	0.429367287
UBXN8	0.43232731
LMO1	0.432368634
CLPP	0.432829543
CDH11	0.435538196
LYSMD2	0.436102971
FMOD	0.437550922
PARP2	0.437837486
LOC100653095	0.438216824
C14orf162	0.438280354
ZNF532	0.43881525
PEMT	0.440121465
LYL1	0.440332646
DUSP26	0.44144279
PFKP	0.441470657
APBA2	0.441691511
VSTM2L	0.441821506
CRYZ	0.44294259
DBR1	0.443991522
OCIAD2	0.444447424
BCAT1	0.445044011
LGALSL	0.447701773
LMO3	0.447815383
BATF3	0.448167838
PHOX2B	0.449223026
ATL3	0.44964709
ARMCX2	0.449734498
KIAA0125	0.451394048
MRPL19	0.451580972
GNG4	0.451697226
CCDC109B	0.451912297
HMP19	0.452159181
DBH	0.452211399
PDIA2	0.452432277
SCN3A	0.453052049
GABRB1	0.453181309
RGS10	0.453251482
ALG14	0.453608588
RHOBTB1	0.453888568
KCNMA1	0.454091918
DDX25	0.455267578
DDX39A	0.455560723
UNG	0.456293336
RASL10B	0.457335845
CTPS2	0.457717568
MGC45800	0.458375545
FAM171A1	0.458685663
SLC43A1	0.459204993
C1orf216	0.459507203
TLE3	0.459620907
C1orf51	0.460756549
FLNC	0.461615058
